year,month,month_name,season,group,district,population,num_businesses,daily_hours,weekly_hours,monthly_hours,household_loss_npr,business_loss_npr,total_household_loss_npr,total_business_loss_npr,year_month
2017,3,March,Spring,Group 5,Chitwan,580000,18000,5.4,37.8,162.0,6804.0,40500.0,986580000.0,729000000.0,2017-03
2017,3,March,Spring,Group 5,Biratnagar,240000,11000,5.7,39.9,171.0,8208.0,46170.0,492480000.0,507870000.0,2017-03
2017,3,March,Spring,Group 5,Birgunj,190000,9500,5.81,40.7,174.3,8018.0,45318.0,380855000.0,430521000.0,2017-03
2017,3,March,Spring,Group 5,Butwal,135000,7000,5.73,40.1,171.9,6876.0,36099.0,232065000.0,252693000.0,2017-03
2017,3,March,Spring,Group 5,Dharan,130000,6500,6.05,42.4,181.5,7986.0,43560.0,259545000.0,283140000.0,2017-03
2017,3,March,Spring,Group 5,Hetauda,95000,5000,6.4,44.8,192.0,7296.0,38400.0,173280000.0,192000000.0,2017-03
2017,3,March,Spring,Group 6,Kathmandu,1500000,45000,5.15,36.1,154.5,8498.0,58710.0,3186750000.0,2641950000.0,2017-03
2017,3,March,Spring,Group 6,Lalitpur,300000,12000,5.49,38.4,164.7,8235.0,46116.0,617625000.0,553392000.0,2017-03
2017,3,March,Spring,Group 6,Bhaktapur,85000,8000,5.51,38.6,165.3,7439.0,36366.0,158078750.0,290928000.0,2017-03
2017,3,March,Spring,Group 6,Pokhara,450000,15000,5.61,39.3,168.3,8415.0,50490.0,946687500.0,757350000.0,2017-03
2017,3,March,Spring,Group 6,Chitwan,580000,18000,6.38,44.7,191.4,8039.0,47850.0,1165655000.0,861300000.0,2017-03
2017,3,March,Spring,Group 6,Biratnagar,240000,11000,5.72,40.0,171.6,8237.0,46332.0,494220000.0,509652000.0,2017-03
2017,3,March,Spring,Group 6,Birgunj,190000,9500,6.12,42.8,183.6,8446.0,47736.0,401185000.0,453492000.0,2017-03
2017,3,March,Spring,Group 6,Butwal,135000,7000,6.31,44.2,189.3,7572.0,39753.0,255555000.0,278271000.0,2017-03
2017,3,March,Spring,Group 6,Dharan,130000,6500,6.82,47.7,204.6,9002.0,49104.0,292565000.0,319176000.0,2017-03
2017,3,March,Spring,Group 6,Hetauda,95000,5000,6.95,48.6,208.5,7923.0,41700.0,188171250.0,208500000.0,2017-03
2017,3,March,Spring,Group 7,Kathmandu,1500000,45000,5.43,38.0,162.9,8960.0,61902.0,3360000000.0,2785590000.0,2017-03
2017,3,March,Spring,Group 7,Lalitpur,300000,12000,5.89,41.2,176.7,8835.0,49476.0,662625000.0,593712000.0,2017-03
2017,3,March,Spring,Group 7,Bhaktapur,85000,8000,5.33,37.3,159.9,7196.0,35178.0,152915000.0,281424000.0,2017-03
2017,3,March,Spring,Group 7,Pokhara,450000,15000,6.26,43.8,187.8,9390.0,56340.0,1056375000.0,845100000.0,2017-03
2017,3,March,Spring,Group 7,Chitwan,580000,18000,6.29,44.0,188.7,7925.0,47175.0,1149125000.0,849150000.0,2017-03
2017,3,March,Spring,Group 7,Biratnagar,240000,11000,6.9,48.3,207.0,9936.0,55890.0,596160000.0,614790000.0,2017-03
2017,3,March,Spring,Group 7,Birgunj,190000,9500,6.73,47.1,201.9,9287.0,52494.0,441132500.0,498693000.0,2017-03
2017,3,March,Spring,Group 7,Butwal,135000,7000,6.85,47.9,205.5,8220.0,43155.0,277425000.0,302085000.0,2017-03
2017,3,March,Spring,Group 7,Dharan,130000,6500,6.91,48.4,207.3,9121.0,49752.0,296432500.0,323388000.0,2017-03
2017,3,March,Spring,Group 7,Hetauda,95000,5000,7.22,50.5,216.6,8231.0,43320.0,195486250.0,216600000.0,2017-03
2017,4,April,Spring,Group 1,Kathmandu,1500000,45000,2.27,15.9,68.1,3745.0,25878.0,1404375000.0,1164510000.0,2017-04
2017,4,April,Spring,Group 1,Lalitpur,300000,12000,2.74,19.2,82.2,4110.0,23016.0,308250000.0,276192000.0,2017-04
2017,4,April,Spring,Group 1,Bhaktapur,85000,8000,2.56,17.9,76.8,3456.0,16896.0,73440000.0,135168000.0,2017-04
2017,4,April,Spring,Group 1,Pokhara,450000,15000,2.42,16.9,72.6,3630.0,21780.0,408375000.0,326700000.0,2017-04
2017,4,April,Spring,Group 1,Chitwan,580000,18000,3.72,26.0,111.6,4687.0,27900.0,679615000.0,502200000.0,2017-04
2017,4,April,Spring,Group 1,Biratnagar,240000,11000,4.1,28.7,123.0,5904.0,33210.0,354240000.0,365310000.0,2017-04
2017,4,April,Spring,Group 1,Birgunj,190000,9500,4.18,29.3,125.4,5768.0,32604.0,273980000.0,309738000.0,2017-04
2017,4,April,Spring,Group 1,Butwal,135000,7000,3.52,24.6,105.6,4224.0,22176.0,142560000.0,155232000.0,2017-04
2017,4,April,Spring,Group 1,Dharan,130000,6500,3.85,26.9,115.5,5082.0,27720.0,165165000.0,180180000.0,2017-04
2017,4,April,Spring,Group 1,Hetauda,95000,5000,3.28,23.0,98.4,3739.0,19680.0,88801250.0,98400000.0,2017-04
2017,4,April,Spring,Group 2,Kathmandu,1500000,45000,3.69,25.8,110.7,6088.0,42066.0,2283000000.0,1892970000.0,2017-04
2017,4,April,Spring,Group 2,Lalitpur,300000,12000,2.93,20.5,87.9,4395.0,24612.0,329625000.0,295344000.0,2017-04
2017,4,April,Spring,Group 2,Bhaktapur,85000,8000,4.08,28.6,122.4,5508.0,26928.0,117045000.0,215424000.0,2017-04
2017,4,April,Spring,Group 2,Pokhara,450000,15000,4.4,30.8,132.0,6600.0,39600.0,742500000.0,594000000.0,2017-04
2017,4,April,Spring,Group 2,Chitwan,580000,18000,3.88,27.2,116.4,4889.0,29100.0,708905000.0,523800000.0,2017-04
2017,4,April,Spring,Group 2,Biratnagar,240000,11000,4.01,28.1,120.3,5774.0,32481.0,346440000.0,357291000.0,2017-04
2017,4,April,Spring,Group 2,Birgunj,190000,9500,4.82,33.7,144.6,6652.0,37596.0,315970000.0,357162000.0,2017-04
2017,4,April,Spring,Group 2,Butwal,135000,7000,4.56,31.9,136.8,5472.0,28728.0,184680000.0,201096000.0,2017-04
2017,4,April,Spring,Group 2,Dharan,130000,6500,4.63,32.4,138.9,6112.0,33336.0,198640000.0,216684000.0,2017-04
2017,4,April,Spring,Group 2,Hetauda,95000,5000,4.57,32.0,137.1,5210.0,27420.0,123737500.0,137100000.0,2017-04
2017,4,April,Spring,Group 3,Kathmandu,1500000,45000,3.03,21.2,90.9,5000.0,34542.0,1875000000.0,1554390000.0,2017-04
2017,4,April,Spring,Group 3,Lalitpur,300000,12000,3.07,21.5,92.1,4605.0,25788.0,345375000.0,309456000.0,2017-04
2017,4,April,Spring,Group 3,Bhaktapur,85000,8000,4.27,29.9,128.1,5764.0,28182.0,122485000.0,225456000.0,2017-04
2017,4,April,Spring,Group 3,Pokhara,450000,15000,4.4,30.8,132.0,6600.0,39600.0,742500000.0,594000000.0,2017-04
2017,4,April,Spring,Group 3,Chitwan,580000,18000,4.62,32.3,138.6,5821.0,34650.0,844045000.0,623700000.0,2017-04
2017,4,April,Spring,Group 3,Biratnagar,240000,11000,5.34,37.4,160.2,7690.0,43254.0,461400000.0,475794000.0,2017-04
2017,4,April,Spring,Group 3,Birgunj,190000,9500,5.75,40.2,172.5,7935.0,44850.0,376912500.0,426075000.0,2017-04
2017,4,April,Spring,Group 3,Butwal,135000,7000,5.39,37.7,161.7,6468.0,33957.0,218295000.0,237699000.0,2017-04
2017,4,April,Spring,Group 3,Dharan,130000,6500,5.06,35.4,151.8,6679.0,36432.0,217067500.0,236808000.0,2017-04
2017,4,April,Spring,Group 3,Hetauda,95000,5000,5.57,39.0,167.1,6350.0,33420.0,150812500.0,167100000.0,2017-04
2017,4,April,Spring,Group 4,Kathmandu,1500000,45000,3.6,25.2,108.0,5940.0,41040.0,2227500000.0,1846800000.0,2017-04
2017,4,April,Spring,Group 4,Lalitpur,300000,12000,4.45,31.2,133.5,6675.0,37380.0,500625000.0,448560000.0,2017-04
2017,4,April,Spring,Group 4,Bhaktapur,85000,8000,4.8,33.6,144.0,6480.0,31680.0,137700000.0,253440000.0,2017-04
2017,4,April,Spring,Group 4,Pokhara,450000,15000,5.29,37.0,158.7,7935.0,47610.0,892687500.0,714150000.0,2017-04
2017,4,April,Spring,Group 4,Chitwan,580000,18000,4.47,31.3,134.1,5632.0,33525.0,816640000.0,603450000.0,2017-04
2017,4,April,Spring,Group 4,Biratnagar,240000,11000,5.16,36.1,154.8,7430.0,41796.0,445800000.0,459756000.0,2017-04
2017,4,April,Spring,Group 4,Birgunj,190000,9500,5.33,37.3,159.9,7355.0,41574.0,349362500.0,394953000.0,2017-04
2017,4,April,Spring,Group 4,Butwal,135000,7000,5.94,41.6,178.2,7128.0,37422.0,240570000.0,261954000.0,2017-04
2017,4,April,Spring,Group 4,Dharan,130000,6500,5.78,40.5,173.4,7630.0,41616.0,247975000.0,270504000.0,2017-04
2017,4,April,Spring,Group 4,Hetauda,95000,5000,6.37,44.6,191.1,7262.0,38220.0,172472500.0,191100000.0,2017-04
2017,4,April,Spring,Group 5,Kathmandu,1500000,45000,4.34,30.4,130.2,7161.0,49476.0,2685375000.0,2226420000.0,2017-04
2017,4,April,Spring,Group 5,Lalitpur,300000,12000,4.56,31.9,136.8,6840.0,38304.0,513000000.0,459648000.0,2017-04
2017,4,April,Spring,Group 5,Bhaktapur,85000,8000,5.44,38.1,163.2,7344.0,35904.0,156060000.0,287232000.0,2017-04
2017,4,April,Spring,Group 5,Pokhara,450000,15000,5.54,38.8,166.2,8310.0,49860.0,934875000.0,747900000.0,2017-04
2017,4,April,Spring,Group 5,Chitwan,580000,18000,6.15,43.1,184.5,7749.0,46125.0,1123605000.0,830250000.0,2017-04
2017,4,April,Spring,Group 5,Biratnagar,240000,11000,5.98,41.9,179.4,8611.0,48438.0,516660000.0,532818000.0,2017-04
2017,4,April,Spring,Group 5,Birgunj,190000,9500,5.62,39.3,168.6,7756.0,43836.0,368410000.0,416442000.0,2017-04
2017,4,April,Spring,Group 5,Butwal,135000,7000,5.77,40.4,173.1,6924.0,36351.0,233685000.0,254457000.0,2017-04
2017,4,April,Spring,Group 5,Dharan,130000,6500,5.37,37.6,161.1,7088.0,38664.0,230360000.0,251316000.0,2017-04
2017,4,April,Spring,Group 5,Hetauda,95000,5000,6.43,45.0,192.9,7330.0,38580.0,174087500.0,192900000.0,2017-04
2017,4,April,Spring,Group 6,Kathmandu,1500000,45000,5.42,37.9,162.6,8943.0,61788.0,3353625000.0,2780460000.0,2017-04
2017,4,April,Spring,Group 6,Lalitpur,300000,12000,5.9,41.3,177.0,8850.0,49560.0,663750000.0,594720000.0,2017-04
2017,4,April,Spring,Group 6,Bhaktapur,85000,8000,5.72,40.0,171.6,7722.0,37752.0,164092500.0,302016000.0,2017-04
2017,4,April,Spring,Group 6,Pokhara,450000,15000,6.29,44.0,188.7,9435.0,56610.0,1061437500.0,849150000.0,2017-04
2017,4,April,Spring,Group 6,Chitwan,580000,18000,5.81,40.7,174.3,7321.0,43575.0,1061545000.0,784350000.0,2017-04
2017,4,April,Spring,Group 6,Biratnagar,240000,11000,5.8,40.6,174.0,8352.0,46980.0,501120000.0,516780000.0,2017-04
2017,4,April,Spring,Group 6,Birgunj,190000,9500,6.82,47.7,204.6,9412.0,53196.0,447070000.0,505362000.0,2017-04
2017,4,April,Spring,Group 6,Butwal,135000,7000,6.87,48.1,206.1,8244.0,43281.0,278235000.0,302967000.0,2017-04
2017,4,April,Spring,Group 6,Dharan,130000,6500,6.43,45.0,192.9,8488.0,46296.0,275860000.0,300924000.0,2017-04
2017,4,April,Spring,Group 6,Hetauda,95000,5000,6.72,47.0,201.6,7661.0,40320.0,181948750.0,201600000.0,2017-04
2017,4,April,Spring,Group 7,Kathmandu,1500000,45000,5.37,37.6,161.1,8860.0,61218.0,3322500000.0,2754810000.0,2017-04
2017,4,April,Spring,Group 7,Lalitpur,300000,12000,5.97,41.8,179.1,8955.0,50148.0,671625000.0,601776000.0,2017-04
2017,4,April,Spring,Group 7,Bhaktapur,85000,8000,6.2,43.4,186.0,8370.0,40920.0,177862500.0,327360000.0,2017-04
2017,4,April,Spring,Group 7,Pokhara,450000,15000,6.34,44.4,190.2,9510.0,57060.0,1069875000.0,855900000.0,2017-04
2017,4,April,Spring,Group 7,Chitwan,580000,18000,6.68,46.8,200.4,8417.0,50100.0,1220465000.0,901800000.0,2017-04
2017,4,April,Spring,Group 7,Biratnagar,240000,11000,6.77,47.4,203.1,9749.0,54837.0,584940000.0,603207000.0,2017-04
2017,4,April,Spring,Group 7,Birgunj,190000,9500,6.6,46.2,198.0,9108.0,51480.0,432630000.0,489060000.0,2017-04
2017,4,April,Spring,Group 7,Butwal,135000,7000,7.3,51.1,219.0,8760.0,45990.0,295650000.0,321930000.0,2017-04
2017,4,April,Spring,Group 7,Dharan,130000,6500,6.13,42.9,183.9,8092.0,44136.0,262990000.0,286884000.0,2017-04
2017,4,April,Spring,Group 7,Hetauda,95000,5000,7.29,51.0,218.7,8311.0,43740.0,197386250.0,218700000.0,2017-04
2017,5,May,Summer,Group 1,Kathmandu,1500000,45000,1.38,9.7,41.4,2277.0,15732.0,853875000.0,707940000.0,2017-05
2017,5,May,Summer,Group 1,Lalitpur,300000,12000,2.15,15.0,64.5,3225.0,18060.0,241875000.0,216720000.0,2017-05
2017,5,May,Summer,Group 1,Bhaktapur,85000,8000,1.88,13.2,56.4,2538.0,12408.0,53932500.0,99264000.0,2017-05
2017,5,May,Summer,Group 1,Pokhara,450000,15000,2.8,19.6,84.0,4200.0,25200.0,472500000.0,378000000.0,2017-05
2017,5,May,Summer,Group 1,Chitwan,580000,18000,2.75,19.2,82.5,3465.0,20625.0,502425000.0,371250000.0,2017-05
2017,5,May,Summer,Group 1,Biratnagar,240000,11000,2.3,16.1,69.0,3312.0,18630.0,198720000.0,204930000.0,2017-05
2017,5,May,Summer,Group 1,Birgunj,190000,9500,3.29,23.0,98.7,4540.0,25662.0,215650000.0,243789000.0,2017-05
2017,5,May,Summer,Group 1,Butwal,135000,7000,3.07,21.5,92.1,3684.0,19341.0,124335000.0,135387000.0,2017-05
2017,5,May,Summer,Group 1,Dharan,130000,6500,3.4,23.8,102.0,4488.0,24480.0,145860000.0,159120000.0,2017-05
2017,5,May,Summer,Group 1,Hetauda,95000,5000,3.19,22.3,95.7,3637.0,19140.0,86378750.0,95700000.0,2017-05
2017,5,May,Summer,Group 2,Kathmandu,1500000,45000,2.62,18.3,78.6,4323.0,29868.0,1621125000.0,1344060000.0,2017-05
2017,5,May,Summer,Group 2,Lalitpur,300000,12000,2.26,15.8,67.8,3390.0,18984.0,254250000.0,227808000.0,2017-05
2017,5,May,Summer,Group 2,Bhaktapur,85000,8000,2.58,18.1,77.4,3483.0,17028.0,74013750.0,136224000.0,2017-05
2017,5,May,Summer,Group 2,Pokhara,450000,15000,3.0,21.0,90.0,4500.0,27000.0,506250000.0,405000000.0,2017-05
2017,5,May,Summer,Group 2,Chitwan,580000,18000,3.7,25.9,111.0,4662.0,27750.0,675990000.0,499500000.0,2017-05
2017,5,May,Summer,Group 2,Biratnagar,240000,11000,4.21,29.5,126.3,6062.0,34101.0,363720000.0,375111000.0,2017-05
2017,5,May,Summer,Group 2,Birgunj,190000,9500,3.4,23.8,102.0,4692.0,26520.0,222870000.0,251940000.0,2017-05
2017,5,May,Summer,Group 2,Butwal,135000,7000,4.33,30.3,129.9,5196.0,27279.0,175365000.0,190953000.0,2017-05
2017,5,May,Summer,Group 2,Dharan,130000,6500,2.78,19.5,83.4,3670.0,20016.0,119275000.0,130104000.0,2017-05
2017,5,May,Summer,Group 2,Hetauda,95000,5000,3.31,23.2,99.3,3773.0,19860.0,89608750.0,99300000.0,2017-05
2017,5,May,Summer,Group 3,Kathmandu,1500000,45000,2.68,18.8,80.4,4422.0,30552.0,1658250000.0,1374840000.0,2017-05
2017,5,May,Summer,Group 3,Lalitpur,300000,12000,2.7,18.9,81.0,4050.0,22680.0,303750000.0,272160000.0,2017-05
2017,5,May,Summer,Group 3,Bhaktapur,85000,8000,2.79,19.5,83.7,3766.0,18414.0,80027500.0,147312000.0,2017-05
2017,5,May,Summer,Group 3,Pokhara,450000,15000,3.95,27.7,118.5,5925.0,35550.0,666562500.0,533250000.0,2017-05
2017,5,May,Summer,Group 3,Chitwan,580000,18000,3.87,27.1,116.1,4876.0,29025.0,707020000.0,522450000.0,2017-05
2017,5,May,Summer,Group 3,Biratnagar,240000,11000,4.29,30.0,128.7,6178.0,34749.0,370680000.0,382239000.0,2017-05
2017,5,May,Summer,Group 3,Birgunj,190000,9500,4.6,32.2,138.0,6348.0,35880.0,301530000.0,340860000.0,2017-05
2017,5,May,Summer,Group 3,Butwal,135000,7000,4.61,32.3,138.3,5532.0,29043.0,186705000.0,203301000.0,2017-05
2017,5,May,Summer,Group 3,Dharan,130000,6500,4.51,31.6,135.3,5953.0,32472.0,193472500.0,211068000.0,2017-05
2017,5,May,Summer,Group 3,Hetauda,95000,5000,4.36,30.5,130.8,4970.0,26160.0,118037500.0,130800000.0,2017-05
2017,5,May,Summer,Group 4,Kathmandu,1500000,45000,2.99,20.9,89.7,4934.0,34086.0,1850250000.0,1533870000.0,2017-05
2017,5,May,Summer,Group 4,Lalitpur,300000,12000,4.06,28.4,121.8,6090.0,34104.0,456750000.0,409248000.0,2017-05
2017,5,May,Summer,Group 4,Bhaktapur,85000,8000,3.58,25.1,107.4,4833.0,23628.0,102701250.0,189024000.0,2017-05
2017,5,May,Summer,Group 4,Pokhara,450000,15000,3.81,26.7,114.3,5715.0,34290.0,642937500.0,514350000.0,2017-05
2017,5,May,Summer,Group 4,Chitwan,580000,18000,4.29,30.0,128.7,5405.0,32175.0,783725000.0,579150000.0,2017-05
2017,5,May,Summer,Group 4,Biratnagar,240000,11000,4.17,29.2,125.1,6005.0,33777.0,360300000.0,371547000.0,2017-05
2017,5,May,Summer,Group 4,Birgunj,190000,9500,4.55,31.8,136.5,6279.0,35490.0,298252500.0,337155000.0,2017-05
2017,5,May,Summer,Group 4,Butwal,135000,7000,5.04,35.3,151.2,6048.0,31752.0,204120000.0,222264000.0,2017-05
2017,5,May,Summer,Group 4,Dharan,130000,6500,4.79,33.5,143.7,6323.0,34488.0,205497500.0,224172000.0,2017-05
2017,5,May,Summer,Group 4,Hetauda,95000,5000,4.43,31.0,132.9,5050.0,26580.0,119937500.0,132900000.0,2017-05
2017,5,May,Summer,Group 5,Kathmandu,1500000,45000,3.66,25.6,109.8,6039.0,41724.0,2264625000.0,1877580000.0,2017-05
2017,5,May,Summer,Group 5,Lalitpur,300000,12000,4.47,31.3,134.1,6705.0,37548.0,502875000.0,450576000.0,2017-05
2017,5,May,Summer,Group 5,Bhaktapur,85000,8000,4.42,30.9,132.6,5967.0,29172.0,126798750.0,233376000.0,2017-05
2017,5,May,Summer,Group 5,Pokhara,450000,15000,5.41,37.9,162.3,8115.0,48690.0,912937500.0,730350000.0,2017-05
2017,5,May,Summer,Group 5,Chitwan,580000,18000,5.23,36.6,156.9,6590.0,39225.0,955550000.0,706050000.0,2017-05
2017,5,May,Summer,Group 5,Biratnagar,240000,11000,5.4,37.8,162.0,7776.0,43740.0,466560000.0,481140000.0,2017-05
2017,5,May,Summer,Group 5,Birgunj,190000,9500,4.56,31.9,136.8,6293.0,35568.0,298917500.0,337896000.0,2017-05
2017,5,May,Summer,Group 5,Butwal,135000,7000,5.61,39.3,168.3,6732.0,35343.0,227205000.0,247401000.0,2017-05
2017,5,May,Summer,Group 5,Dharan,130000,6500,5.03,35.2,150.9,6640.0,36216.0,215800000.0,235404000.0,2017-05
2017,5,May,Summer,Group 5,Hetauda,95000,5000,4.97,34.8,149.1,5666.0,29820.0,134567500.0,149100000.0,2017-05
2017,5,May,Summer,Group 6,Kathmandu,1500000,45000,4.33,30.3,129.9,7144.0,49362.0,2679000000.0,2221290000.0,2017-05
2017,5,May,Summer,Group 6,Lalitpur,300000,12000,4.82,33.7,144.6,7230.0,40488.0,542250000.0,485856000.0,2017-05
2017,5,May,Summer,Group 6,Bhaktapur,85000,8000,4.82,33.7,144.6,6507.0,31812.0,138273750.0,254496000.0,2017-05
2017,5,May,Summer,Group 6,Pokhara,450000,15000,4.63,32.4,138.9,6945.0,41670.0,781312500.0,625050000.0,2017-05
2017,5,May,Summer,Group 6,Chitwan,580000,18000,5.46,38.2,163.8,6880.0,40950.0,997600000.0,737100000.0,2017-05
2017,5,May,Summer,Group 6,Biratnagar,240000,11000,5.08,35.6,152.4,7315.0,41148.0,438900000.0,452628000.0,2017-05
2017,5,May,Summer,Group 6,Birgunj,190000,9500,5.61,39.3,168.3,7742.0,43758.0,367745000.0,415701000.0,2017-05
2017,5,May,Summer,Group 6,Butwal,135000,7000,5.58,39.1,167.4,6696.0,35154.0,225990000.0,246078000.0,2017-05
2017,5,May,Summer,Group 6,Dharan,130000,6500,5.36,37.5,160.8,7075.0,38592.0,229937500.0,250848000.0,2017-05
2017,5,May,Summer,Group 6,Hetauda,95000,5000,5.9,41.3,177.0,6726.0,35400.0,159742500.0,177000000.0,2017-05
2017,5,May,Summer,Group 7,Kathmandu,1500000,45000,4.14,29.0,124.2,6831.0,47196.0,2561625000.0,2123820000.0,2017-05
2017,5,May,Summer,Group 7,Lalitpur,300000,12000,5.52,38.6,165.6,8280.0,46368.0,621000000.0,556416000.0,2017-05
2017,5,May,Summer,Group 7,Bhaktapur,85000,8000,4.19,29.3,125.7,5656.0,27654.0,120190000.0,221232000.0,2017-05
2017,5,May,Summer,Group 7,Pokhara,450000,15000,5.04,35.3,151.2,7560.0,45360.0,850500000.0,680400000.0,2017-05
2017,5,May,Summer,Group 7,Chitwan,580000,18000,5.61,39.3,168.3,7069.0,42075.0,1025005000.0,757350000.0,2017-05
2017,5,May,Summer,Group 7,Biratnagar,240000,11000,5.87,41.1,176.1,8453.0,47547.0,507180000.0,523017000.0,2017-05
2017,5,May,Summer,Group 7,Birgunj,190000,9500,5.78,40.5,173.4,7976.0,45084.0,378860000.0,428298000.0,2017-05
2017,5,May,Summer,Group 7,Butwal,135000,7000,5.98,41.9,179.4,7176.0,37674.0,242190000.0,263718000.0,2017-05
2017,5,May,Summer,Group 7,Dharan,130000,6500,5.91,41.4,177.3,7801.0,42552.0,253532500.0,276588000.0,2017-05
2017,5,May,Summer,Group 7,Hetauda,95000,5000,5.8,40.6,174.0,6612.0,34800.0,157035000.0,174000000.0,2017-05
2017,6,June,Monsoon,Group 1,Kathmandu,1500000,45000,0.89,6.2,26.7,1468.0,10146.0,550500000.0,456570000.0,2017-06
2017,6,June,Monsoon,Group 1,Lalitpur,300000,12000,0.76,5.3,22.8,1140.0,6384.0,85500000.0,76608000.0,2017-06
2017,6,June,Monsoon,Group 1,Bhaktapur,85000,8000,0.86,6.0,25.8,1161.0,5676.0,24671250.0,45408000.0,2017-06
2017,6,June,Monsoon,Group 1,Pokhara,450000,15000,0.3,2.1,9.0,450.0,2700.0,50625000.0,40500000.0,2017-06
2017,6,June,Monsoon,Group 1,Chitwan,580000,18000,0.75,5.2,22.5,945.0,5625.0,137025000.0,101250000.0,2017-06
2017,6,June,Monsoon,Group 1,Biratnagar,240000,11000,0.75,5.2,22.5,1080.0,6075.0,64800000.0,66825000.0,2017-06
2017,6,June,Monsoon,Group 1,Birgunj,190000,9500,0.56,3.9,16.8,773.0,4368.0,36717500.0,41496000.0,2017-06
2017,6,June,Monsoon,Group 1,Butwal,135000,7000,1.19,8.3,35.7,1428.0,7497.0,48195000.0,52479000.0,2017-06
2017,6,June,Monsoon,Group 1,Dharan,130000,6500,0.71,5.0,21.3,937.0,5112.0,30452500.0,33228000.0,2017-06
2017,6,June,Monsoon,Group 1,Hetauda,95000,5000,1.26,8.8,37.8,1436.0,7560.0,34105000.0,37800000.0,2017-06
2017,6,June,Monsoon,Group 2,Kathmandu,1500000,45000,0.5,3.5,15.0,825.0,5700.0,309375000.0,256500000.0,2017-06
2017,6,June,Monsoon,Group 2,Lalitpur,300000,12000,1.71,12.0,51.3,2565.0,14364.0,192375000.0,172368000.0,2017-06
2017,6,June,Monsoon,Group 2,Bhaktapur,85000,8000,0.75,5.2,22.5,1012.0,4950.0,21505000.0,39600000.0,2017-06
2017,6,June,Monsoon,Group 2,Pokhara,450000,15000,1.38,9.7,41.4,2070.0,12420.0,232875000.0,186300000.0,2017-06
2017,6,June,Monsoon,Group 2,Chitwan,580000,18000,1.7,11.9,51.0,2142.0,12750.0,310590000.0,229500000.0,2017-06
2017,6,June,Monsoon,Group 2,Biratnagar,240000,11000,1.24,8.7,37.2,1786.0,10044.0,107160000.0,110484000.0,2017-06
2017,6,June,Monsoon,Group 2,Birgunj,190000,9500,1.9,13.3,57.0,2622.0,14820.0,124545000.0,140790000.0,2017-06
2017,6,June,Monsoon,Group 2,Butwal,135000,7000,1.16,8.1,34.8,1392.0,7308.0,46980000.0,51156000.0,2017-06
2017,6,June,Monsoon,Group 2,Dharan,130000,6500,2.1,14.7,63.0,2772.0,15120.0,90090000.0,98280000.0,2017-06
2017,6,June,Monsoon,Group 2,Hetauda,95000,5000,1.6,11.2,48.0,1824.0,9600.0,43320000.0,48000000.0,2017-06
2017,6,June,Monsoon,Group 3,Kathmandu,1500000,45000,1.29,9.0,38.7,2128.0,14706.0,798000000.0,661770000.0,2017-06
2017,6,June,Monsoon,Group 3,Lalitpur,300000,12000,1.5,10.5,45.0,2250.0,12600.0,168750000.0,151200000.0,2017-06
2017,6,June,Monsoon,Group 3,Bhaktapur,85000,8000,2.03,14.2,60.9,2740.0,13398.0,58225000.0,107184000.0,2017-06
2017,6,June,Monsoon,Group 3,Pokhara,450000,15000,1.66,11.6,49.8,2490.0,14940.0,280125000.0,224100000.0,2017-06
2017,6,June,Monsoon,Group 3,Chitwan,580000,18000,1.68,11.8,50.4,2117.0,12600.0,306965000.0,226800000.0,2017-06
2017,6,June,Monsoon,Group 3,Biratnagar,240000,11000,1.98,13.9,59.4,2851.0,16038.0,171060000.0,176418000.0,2017-06
2017,6,June,Monsoon,Group 3,Birgunj,190000,9500,1.69,11.8,50.7,2332.0,13182.0,110770000.0,125229000.0,2017-06
2017,6,June,Monsoon,Group 3,Butwal,135000,7000,2.98,20.9,89.4,3576.0,18774.0,120690000.0,131418000.0,2017-06
2017,6,June,Monsoon,Group 3,Dharan,130000,6500,1.9,13.3,57.0,2508.0,13680.0,81510000.0,88920000.0,2017-06
2017,6,June,Monsoon,Group 3,Hetauda,95000,5000,2.53,17.7,75.9,2884.0,15180.0,68495000.0,75900000.0,2017-06
2017,6,June,Monsoon,Group 4,Kathmandu,1500000,45000,2.01,14.1,60.3,3316.0,22914.0,1243500000.0,1031130000.0,2017-06
2017,6,June,Monsoon,Group 4,Lalitpur,300000,12000,1.63,11.4,48.9,2445.0,13692.0,183375000.0,164304000.0,2017-06
2017,6,June,Monsoon,Group 4,Bhaktapur,85000,8000,2.11,14.8,63.3,2848.0,13926.0,60520000.0,111408000.0,2017-06
2017,6,June,Monsoon,Group 4,Pokhara,450000,15000,2.6,18.2,78.0,3900.0,23400.0,438750000.0,351000000.0,2017-06
2017,6,June,Monsoon,Group 4,Chitwan,580000,18000,2.3,16.1,69.0,2898.0,17250.0,420210000.0,310500000.0,2017-06
2017,6,June,Monsoon,Group 4,Biratnagar,240000,11000,2.95,20.7,88.5,4248.0,23895.0,254880000.0,262845000.0,2017-06
2017,6,June,Monsoon,Group 4,Birgunj,190000,9500,2.97,20.8,89.1,4099.0,23166.0,194702500.0,220077000.0,2017-06
2017,6,June,Monsoon,Group 4,Butwal,135000,7000,3.02,21.1,90.6,3624.0,19026.0,122310000.0,133182000.0,2017-06
